figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
S6	no	BB59_16	38172000	80000000	0.95427083	38	BB59	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc70	1	0.99996987	0.805	21.0887562	1150	253200	1627530	5199621.58		24	0.5	17	70		0.11371967	0.04263675	0.3181163	33193.0435	15.0185933	95.8811502	15.0185933	39.5175531	3.01268e-5	1880730	0.00663313	0.15557317	1.61	mutS1	9210.83038	0.00019425	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	15.480599401	0.1040011409
S6	no	BB59_17	187679000	393333330	0.95427083	38	BB59	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc275	1	0.99999321	3.488	18.5849243	1275	2935340	9090527	23897229.4		24	0.5	16	275		0.12198051	0.04843657	0.20661627	147199.216	17.1674105	83.8798608	17.1674105	5.92363146	6.79351e-6	12025867	0.01564022	0.32290097	6.976	mutS1	11581.7647	0.00021525	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	17.695519069	0.3942240955
3a	no	BB59_18	35786250	75000000	0.95427083	38	BB59	R	Escherichia coli	BW25113	mutT1	included	included_Nal30	Nal30	Glc70	1	0.99996996	0.952	26.6023962	1075	142911.17	1175456	5199621.58		24	0.5	16	70		0.10894971	0.03284658	0.31103228	33289.5349	15.0227811	95.8544221	15.0227811	32.6714576	0.00003004	1318367.2	0.00399347	0.12157934	1.904		8612.37476	0.00022911	non-plastic	1	mutT1_Nal30	included_mutT1	0.9701558	15.484916024	0.1229583678
3a	no	BB59_19	136783000	286666670	0.95427083	38	BB59	R	Escherichia coli	BW25113	mutT1	included	included_Nal30	Nal30	Glc275	1	0.99999433	3.323	24.2939547	775	1478113.3	7272367	17258940.5		24	0.5	16	275		0.11210995	0.05316718	0.20979447	176494.194	17.4292612	82.619681	17.4292612	6.31340571	5.66591e-6	8750480.3	0.01080626	0.20325065	6.646		7141.36011	0.00017349	non-plastic	1	mutT1_Nal30	included_mutT1	0.9701558	17.96542493	0.3699328029
S6	no	BB59_20	33400500	70000000	0.95427083	38	BB59	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc80	1	0.99996407	2.754	82.4538555	1200	156438.33	1743065	11379302.2		24	0.5	16	80		0.07629036	0.05218679	0.22258068	27833.75	14.7645477	97.5309256	14.7645477	8.08208701	3.59276e-5	1899503.3	0.00468371	0.089749	5.508	MMR	9458.90692	0.00077992	slightly	1	mutH_Nal30	included_mutH	0.9701558	15.218738757	0.3619222386
S6	no	BB60_01	102211000	107500000	0.95083333	39	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc100	1	0.99997505	5.144	50.3272642	2550	178881.43	1699878.57	20309096.9		24	1	17	100		0.08646564	0.01663107	0.17735843	40082.7451	15.2906937	94.1749294	15.2906937	3.44786987	2.49484e-5	1878760	0.00175012	0.10523189	5.144	dinB	20770.9053	0.00104534	plastic	1	dinB_Rif50	included_dinB	0.9701558	15.761070228	0.3263737757
S6	no	BB60_02	267808667	281666670	0.95083333	39	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc250	1	0.99998842	3.668	13.6963454	3100	1984353.3	6221416.67	15281971.9		24	1	16	250		0.1342906	0.02323083	0.20336718	86389.8925	16.3985749	87.8125086	16.3985749	5.54436141	1.15754e-5	8205770	0.00740959	0.31895522	3.668	dinB	26967.9559	0.00036936	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.903032387	0.2170024831
S6	no	BB60_05	294748000	310000000	0.95083333	39	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc275	1	0.99999101	3.707	12.5768453	2650	3464216.7	9911016.67	42851976.9		24	1	16	275		0.1379466	0.03362539	0.20269077	111225.66	16.7631301	85.902811	16.7631301	5.46778459	8.99073e-6	13375233	0.01175315	0.34953192	3.707	dinB	23536.2585	0.00029601	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.278802166	0.2145403347
2b	no	BB101_16	28609704.9	33166667	0.86260417	4	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	2%YP_Glc25	1	0.99975008	0.5740165	20.0636987	7150	80812.333	3707951	5629001.68		72	1	17	25	2	0.11551867	0.12960466	0.35387546	4001.35733	11.9662738	361.014639	3.98875792	61.6490052	0.00024992	3788763.3	0.00282465	0.02179434	0.5740165		46360.2788	0.00093016	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	9.9718947954	0.0575634332
2b	no	BB101_18	55062899.3	63833333	0.86260417	4	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	3%YP_Glc25_Ap75C	1	0.99988105	1.7161481	31.1670494	6550	430392.67	3401757.33	9857242.18		72	1	16	25	3	0.10364825	0.06177948	0.25833982	8406.54951	13.037298	331.357002	4.34576602	15.0534687	0.00011895	3832150	0.00781638	0.12652068	1.7161481		45974.9048	0.0014329	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.864415041	0.1579604694
2b	no	BB101_19	48162066	55833333	0.86260417	4	BB101	R	Saccharomyces cerevisiae	Sigma_1278b	Sigma_1278b	included	included_HygB300	HygB300	5%YP_Glc25	1	0.99986089	5.823	120.904282	6700	447111.33	15573222	6314317.49		72	1	16	25	5	0.06762495	0.32335037	0.17581457	7188.36806	12.8114486	337.198403	4.27048285	3.01931252	0.00013911	16020333	0.00928347	0.02871027	5.823		46271.7094	0.00559445	slightly	1	Sigma_1278b_HygB300	included_Sigma_1278b	0.4	10.676207137	0.5454184174
S6	no	BB60_06	98857000	107500000	0.91958333	40	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc90	1	0.9999737	4.118	41.6561296	2600	391935.33	1878008	24221468		24	1	17	90		0.09177254	0.01899722	0.19023281	38021.9231	15.2145439	94.6462813	15.2145439	4.61954379	0.0000263	2269943.3	0.00396467	0.20869737	4.118	dinB	21079.1942	0.00087808	plastic	1	dinB_Rif50	included_dinB	0.9701558	15.682577873	0.2625843808
S6	no	BB60_07	220704000	240000000	1.91958333	41	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc175	1	0.99998641	3.628	16.4383065	3000	1321616.7	4168163.33	31100295.5		24	1	16	175		0.12678887	0.01888576	0.20407082	73568	16.1667908	89.0714813	16.1667908	5.62488472	1.35929e-5	5489780	0.00598819	0.31707411	3.628	dinB	25750.3662	0.00042329	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.664118022	0.2177132924
2a	no	BB60_11	174619000	205000000	0.85177083	41	BB60	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc90	1	0.99992985	0.317	1.81538092	12250	36176.3333	2762487	8518000		24	1	17	90		0.24622763	0.01582008	0.4266561	14254.6122	13.7991412	104.35432	13.7991412	134.59183	7.01527e-5	2798663.33	0.00020717	0.01309557	0.317		90648.0617	0.00016456	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	14.223634158	0.0222868499
2a	no	BB60_12	210110667	246666667	0.85177083	41	BB60	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc100	1	0.99995764	0.35	1.66578882	8900	36323.6	3204553.07	7478558.22		24	1	16	100		0.26077492	0.01525174	0.42627971	23607.9401	14.5269845	99.1258713	14.5269845	121.794203	4.23586e-5	3240876.67	0.00017288	0.011335	0.35		69096.6343	0.0001151	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	14.973867646	0.0233740546
2a	no	BB60_13	429449167	504166667	0.85177083	41	BB60	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc175	1	0.99997834	1.158	2.69647746	9300	42042.5667	4078364.1	27710787.8		24	1	16	175		0.22406556	0.00949673	0.29242056	46177.3298	15.4948971	92.9338212	15.4948971	25.2522071	2.16556e-5	4120406.67	9.78988e-5	0.01030868	1.158		76702.1524	0.00020683	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.971555425	0.0725038964
2a	no	BB60_14	582773167	684166667	0.85177083	41	BB60	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99998301	0.558	0.95749089	9900	44982.0667	5686624.6	45689231.8		24	1	16	250		0.31046931	0.00975787	0.36803263	58865.9765	15.8451464	90.8795642	15.8451464	65.9556684	1.69877e-5	5731606.67	7.71862e-5	0.00791015	0.558		83384.2094	0.00007984	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.33257916	0.0341648428
2a	no	BB60_15	636720500	747500000	0.85177083	41	BB60	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc275	1	0.99998147	1.177	1.8485348	11800	50931	6669419	24558592		24	1	16	275		0.25236283	0.01047464	0.29092531	53959.3644	15.7195857	91.6054675	15.7195857	24.7175288	1.85325e-5	6720350	0.00007999	0.0076365	1.177		98646.5195	0.00018235	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.203155961	0.0726401698
S6	no	BB60_16	106188750	112500000	0.94385417	42	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc100	1	0.99996327	3.782	35.6158256	3900	223984.33	1678362.33	26593031.9		24	1	17	100		0.09641488	0.01580546	0.19540215	27227.8846	14.7327973	97.7411127	14.7327973	5.1666355	3.67271e-5	1902346.7	0.0021093	0.1334541	3.782	dinB	30679.5479	0.00109268	plastic	1	dinB_Rif50	included_dinB	0.9701558	15.18601165	0.2490449821
S6	no	BB60_17	284743167	301666670	0.94385417	42	BB60	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc250	1	0.99998894	3.653	12.8291051	3150	1365943.3	7702883.33	29972850.6		24	1	16	250		0.13708636	0.02705204	0.20362985	90394.6561	16.4639499	87.4638232	16.4639499	5.57431849	1.10626e-5	9068826.7	0.00479711	0.17732884	3.653	dinB	27505.8822	0.00035288	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.970418428	0.2152569199
S6	no	BB61_01	108014583	115833330	0.9325	43	BB61	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc100	1	0.99996297	3.818	35.3470789	4000	186891	1961402.33	15522227.4		24	1	17	100		0.09664519	0.01815868	0.1948199	27003.6458	14.7208666	97.8203282	14.7208666	5.10266889	3.7032e-5	2148293.3	0.00173024	0.09528438	3.818	dinB	31442.3468	0.0011114	plastic	1	dinB_Rif50	included_dinB	0.9701558	15.173713935	0.2516193475
S6	no	BB61_02	250997917	269166670	0.9325	43	BB61	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc250	1	0.99998745	3.098	12.3427319	3150	2794857	9815440	16374161.9		24	1	16	250		0.13876551	0.03910566	0.21447933	79681.8783	16.281964	88.4414188	16.281964	6.92315474	0.00001255	12610297	0.01113498	0.28474088	3.098	dinB	27219.2718	0.00033596	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.782834299	0.1845933735
S6	no	BB61_05	225354167	241666670	0.9325	43	BB61	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc275	1	0.99998336	3.492	15.4956088	3750	3452517	9220383.33	37973860.9		24	1	16	275		0.12916962	0.04091508	0.20654168	60094.4444	15.874944	90.7089814	15.874944	5.91471031	0.00001664	12672900	0.0153204	0.37444398	3.492	dinB	31640.7916	0.00049029	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.363293405	0.2134044727
S6	no	BB61_06	91556416.7	105833330	0.86510417	44	BB61	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc90	1	0.9999574	2.78	30.3637921	3900	400724	2208365.67	8740650.06		24	1	17	90		0.10138401	0.02412027	0.21529677	23476.0043	14.5188993	99.1810725	14.5188993	7.74448818	4.25967e-5	2609089.7	0.0043768	0.18145727	2.78	dinB	30262.5375	0.00091889	plastic	1	dinB_Rif50	included_dinB	0.9701558	14.965533634	0.1857601652
S6	no	BB61_07	182391917	210833330	0.86510417	44	BB61	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc175	1	0.99998026	1.996	10.9434674	3600	1481243	5913566.67	23724621.6		24	1	16	175		0.14412599	0.03242231	0.24633466	50664.4213	15.6286854	92.138268	15.6286854	12.341416	1.97377e-5	7394809.7	0.00812121	0.25048217	1.996	dinB	29931.9469	0.00032756	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.109459286	0.1239023585
2a	no	BB61_11	120344583	129166667	0.93166667	45	BB61	R	Pseudomonas aeruginosa	PAO1	PAO1	excluded	excluded_Rif50	Rif50	Glc90	1	0.99993228	0.254	2.11060601	8150	42258	2660238.83	21135082.8		24	1	17	90		0.23481367	0.02210518	0.4574978	14766.2065	13.8500116	103.971032	13.8500116	180.117243	6.77222e-5	2702496.83	0.00035114	0.01588504	0.254		60515.9211	0.00012773	non-plastic	1	PAO1_Rif50	excluded_PAO1	0.9701558	14.276069492	0.017792012
2a	no	BB61_13	428582000	460000000	0.93166667	45	BB61	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc175	1	0.99998763	0.51	1.18997065	5300	47374	4250000	116532357		24	1	16	175		0.28992267	0.00991642	0.37860949	80864.5283	16.3032194	88.3261132	16.3032194	74.2371543	1.23664e-5	4297374	0.00011054	0.01114682	0.51		45853.8281	5.45647e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.8047435	0.0303485739
2a	no	BB61_15	520975583	559166667	0.93166667	45	BB61	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc275	1	0.99998762	0.774	1.48567423	6450	51874	8493772.53	178751285		24	1	16	275		0.27034614	0.01630359	0.33198824	80771.4082	16.3015571	88.33512	16.3015571	42.892537	0.00001238	8545646.53	0.00009957	0.0061073	0.774		55797.8831	8.28975e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.803030062	0.0460631206
2a	no	BB61_16	158105000	171666667	0.92104167	46	BB61	R	Pseudomonas aeruginosa	PAO1	PAO1	excluded	excluded_Rif50	Rif50	Glc100	1	0.99996363	0.266	1.68242624	5750	39533	3004277.1	35246554.9		24	1	17	100		0.25219808	0.01900178	0.45089344	27496.5217	14.7469615	97.6472339	14.7469615	169.50881	3.63682e-5	3043810.1	0.00025004	0.01315891	0.266		45273.38	0.00007617	non-plastic	1	PAO1_Rif50	excluded_PAO1	0.9701558	15.200611604	0.0174992959
2a	no	BB61_19	508852500	552500000	0.92104167	46	BB61	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99998988	1.044	2.05167509	5150	47176	8863277.7	19940234.9		24	1	16	250		0.24420913	0.01741817	0.30212415	98806.3107	16.5923156	86.7871633	16.5923156	28.9390947	0.00001012	8910453.7	0.00009271	0.00532264	1.044		45300.4558	9.29418e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.102732951	0.0610428756
S6	no	BB62_01	112695125	244166670	0.923125	47	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc70	2	0.9999898	7.441	66.0277008	1150	571353.33	4425560	7328090		24	0.5	16	70		0.08182054	0.0392702	0.16274672	97995.7609	16.5804317	86.849367	16.5804317	2.1871619	1.02045e-5	4996913.3	0.0050699	0.12910306	14.882	MMR	10108.803	0.00066746	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.09048353	0.8707770013
S6	no	BB62_02	113464375	245833330	0.923125	47	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc70	2	0.99999207	8.855	78.0421167	900	250211.33	3030822	13273743		24	0.5	16	70		0.07762336	0.02671166	0.15406774	126071.528	16.943883	84.9864227	16.943883	1.73989538	7.93201e-6	3281033.3	0.0022052	0.0825556	17.71	MMR	8074.77989	0.00063017	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.465115362	1.0140213582
S6	no	BB62_03	178081375	385833330	0.923125	47	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999495	7.703	43.2555061	900	3662873.3	10999360	37591068		24	0.5	16	250		0.09348094	0.06176592	0.16098234	197868.194	17.5941802	81.8452456	17.5941802	2.08986548	5.05387e-6	14662233	0.02056854	0.33300786	15.406	MMR	8367.40355	0.00036194	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.135417224	0.8494979636
S6	no	BB62_04	178850625	387500000	0.923125	47	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999203	9.918	55.4540975	1425	1075113.3	9244753.33	6105733		24	0.5	16	250		0.08644443	0.0516898	0.14866287	125509.211	16.9374337	85.0187829	16.9374337	1.49891981	7.96754e-6	10319867	0.00601124	0.11629443	19.836	MMR	12780.4734	0.00070873	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.458467717	1.1361821851
S6	no	BB62_05	142311250	308333330	0.923125	47	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc175	2	0.99999209	8.315	58.428269	1125	2737156.7	6644233.33	25315222		24	0.5	16	175		0.08503346	0.04668804	0.15715185	126498.889	16.9487652	84.9619417	16.9487652	1.88998011	7.90521e-6	9381390	0.01923359	0.41195974	16.63	MMR	10096.2209	0.0005899	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.470147772	0.9519095212
S6	no	BB62_06	134815000	295000000	0.91395833	48	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc100	2	0.99999054	7.336	54.4153099	1275	1349796.7	5138370	5936604		24	0.5	17	100		0.08436445	0.03811423	0.15859589	105737.255	16.6901243	86.2785668	16.6901243	2.16188515	9.4574e-6	6488166.7	0.01001221	0.26268966	14.672	MMR	11277.5106	0.00061367	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.203550453	0.8528472097
S6	no	BB62_07	159569167	349166670	0.91395833	48	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc100	2	0.99999091	8.845	55.4305081	1450	287064	4146292.67	7607140		24	0.5	16	100		0.08645601	0.0259843	0.15412258	110047.701	16.7477695	85.981599	16.7477695	1.74248257	9.08697e-6	4433356.7	0.00179899	0.0692339	17.69	MMR	12867.1944	0.00071324	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.262968985	1.0247368234
S6	no	BB62_08	125294167	274166670	0.91395833	48	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc275	2	0.99999042	7.698	61.4394124	1200	2860486.7	10784513.3	6292399		24	0.5	16	275		0.08369804	0.08607355	0.16101527	104411.806	16.6719253	86.3727477	16.6719253	2.09165065	9.57746e-6	13645000	0.02283017	0.26524022	15.396	MMR	10603.2089	0.00065145	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.184791681	0.8959084454
S6	no	BB62_09	220121667	481666670	0.91395833	48	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc275	2	0.99999557	12.605	57.2637858	975	993953	9921847	20320233		24	0.5	16	275		0.0855744	0.04507438	0.13784947	225765.812	17.7844675	80.9695314	17.7844675	1.09360944	4.42937e-6	10915800	0.00451547	0.10017822	25.21	MMR	9157.44915	0.00052439	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.331558199	1.3752240659
S6	no	BB62_10	226595833	495833330	0.91395833	48	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc175	2	0.99999415	13.445	59.3347187	1325	653351.33	6510265.33	29734280		24	0.5	16	175		0.0846221	0.02873074	0.13507639	171015.723	17.3837694	82.8358892	17.3837694	1.0046589	5.84742e-6	7163616.7	0.00288333	0.1003571	26.89	MMR	12179.2848	0.00072265	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.918533751	1.5006808244
S6	no	BB62_11	115275000	250000000	0.9221875	49	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc70	2	0.99998504	8.2	71.1342442	1725	1246356	4808807.33	16343052		24	0.5	17	70		0.07753661	0.04171596	0.15312999	66826.087	16.0281238	89.8420813	16.0281238	1.86743895	1.49642e-5	6055163.3	0.01081202	0.25918194	16.4	MMR	14686.8672	0.00104474	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	16.521185338	0.9926648521
3a	no	BB108_01	36967621.5	78333333	0.94385417	5	BB108	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc60	2	0.99997024	0.561	15.1754421	1100	875245.67	2094307.67	8855184.93		24	0.5	16	60		0.13002192	0.05665249	0.36741154	33606.9287	15.0364711	95.7671512	15.0364711	65.4922536	2.97558e-5	2969553.3	0.02367601	0.41791647	1.122		8820.19124	0.00013385	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	15.499027146	0.0723916404
3a	no	BB108_02	51125434	108333330	0.94385417	5	BB108	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc80	2	0.99997897	1.033	20.2052074	1075	1492573.3	2729406.67	7855613.42		24	0.5	16	80		0.11881059	0.05338647	0.30313389	47558.5433	15.5374169	92.6794981	15.5374169	29.3450041	2.10267e-5	4221980	0.02919434	0.54684901	2.066		8888.96077	0.0001796	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	16.015383205	0.129000972
3a	no	BB108_03	76294878.5	161666670	0.94385417	5	BB108	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc250	2	0.99998525	0.922	12.0846906	1125	6220903.3	8030063.33	17512776.8		24	0.5	16	250		0.13969212	0.10525036	0.3141853	67817.6698	16.0493736	89.7231279	16.0493736	34.0764964	1.47454e-5	14250967	0.08153763	0.77470165	1.844		9590.344	0.0001159	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	16.543088845	0.1114664871
3a	no	BB108_04	47585980.9	100833330	0.94385417	5	BB108	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc250	2	0.99997688	1.474	30.9755094	1100	5181066.7	7930193.33	15032069.1		24	0.5	15	250		0.10725552	0.16664978	0.279907	43259.9826	15.4007455	93.5019674	15.4007455	18.9896197	2.31161e-5	13111260	0.10887801	0.65333422	2.948		9020.52007	0.00027942	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	15.874507441	0.1857065494
3a	no	BB108_05	51125434	108333330	0.94385417	5	BB108	R	Escherichia coli	BW25113	mutT2	included	included_Nal30	Nal30	Glc250	2	0.999978	1.363	26.6599204	1125	6246240	9109526.67	16104979.9		24	0.5	15	250		0.11244624	0.17817994	0.28689585	45444.8302	15.4718286	93.072386	15.4718286	21.0488517	2.20047e-5	15355767	0.12217481	0.68568217	2.726		9265.51159	0.00024702	non-plastic	1	mutT2_Nal30	included_mutT2	0.9701558	15.947777217	0.170932912
S6	no	BB62_12	132950500	288333330	1.9221875	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc70	2	0.99999285	8.331	62.6624195	950	138671.83	3242341.5	12645270		24	0.5	16	70		0.08317999	0.02438758	0.15705671	139947.895	17.0945303	84.2374712	17.0945303	1.8852084	7.14552e-6	3381013.3	0.00104303	0.04276904	16.662	MMR	8594.93311	0.00053858	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.620396908	0.9456086652
S6	no	BB62_16	128885750	274166670	0.94020833	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc100	2	0.99999379	7.744	60.0842219	800	1602076.7	6079333.33	7999761		24	0.5	17	100		0.08177152	0.04716839	0.15591487	161107.188	17.2976613	83.248248	17.2976613	2.01336354	6.20705e-6	7681410	0.01243021	0.26352835	15.488	MMR	7319.0883	0.00043976	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.829776757	0.8686592217
S6	no	BB62_17	133586750	284166670	0.94020833	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc100	2	0.99999251	9.517	71.2420955	1000	167749.33	4188007.33	16042629		24	0.5	16	100		0.07988478	0.03135047	0.15060819	133586.75	17.0274174	84.5694897	17.0274174	1.58251745	7.48577e-6	4355756.7	0.00125573	0.04005469	19.034	MMR	9013.74261	0.00064216	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.551219498	1.084483047
S6	no	BB62_18	120267250	255833330	0.94020833	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc275	2	0.99999314	6.569	54.6200233	825	2816820	12136480	16881653		24	0.5	16	275		0.08685809	0.10091259	0.1692637	145778.485	17.1534183	83.9482823	17.1534183	2.57670422	6.85972e-6	14953300	0.02342134	0.2320953	13.138	MMR	7488.31142	0.00040901	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.681096464	0.7430534654
S6	no	BB62_19	243276750	517500000	0.94020833	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc275	2	0.99999568	11.505	47.2918189	1050	680528.67	9710404.67	33592420		24	0.5	16	275		0.0908905	0.03991505	0.14187204	231692.143	17.8218496	80.7996943	17.8218496	1.23313376	4.31607e-6	10390933	0.00279734	0.07008242	23.01	MMR	9881.49324	0.00046731	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.370090242	1.2525795844
S6	no	BB62_20	179029750	380833330	0.94020833	50	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc175	2	0.99999511	9.981	55.7505107	875	458496	7332984	14694542		24	0.5	16	175		0.08629939	0.04095958	0.14836664	204605.429	17.6424849	81.6211553	17.6424849	1.48649076	4.88746e-6	7791480	0.002561	0.06252516	19.962	MMR	8156.10826	0.00045471	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.185207878	1.0977053512
S6	no	BB62_13	147552000	320000000	2.9221875	51	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999271	8.107	54.943342	1075	2899186.7	14901080	3458250		24	0.5	16	250		0.08669676	0.10098867	0.15841093	137257.674	17.0665273	84.3756891	17.0665273	1.95400185	7.28557e-6	17800267	0.01964858	0.19456218	16.214	MMR	9710.79423	0.00053354	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.591532505	0.9216934338
S6	no	BB63_01	68057291.7	149166670	0.9125	51	BB63	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc100	1	0.99998641	1.61	23.6565394	925	536962.67	1789467.33	1317080.3		24	0.5	17	100		0.10967736	0.02629354	0.2557181	73575.4505	16.1669368	89.0706764	16.1669368	15.8831121	1.35915e-5	2326430	0.00788986	0.30006844	3.22	dam	7939.76382	0.00018783	plastic	1	dam_Rif50	included_dam	0.9701558	16.664268615	0.1932278022
