Well,Sample,PriorAvg,PostAvg,Post2Avg,PriorRaw,PostRaw,Post2Raw,OD_bc,time,AddH2O2,Strain,Glucose,LB,Catalase,RepNum,Week,Block,CellRemovalMethod,GAIN,Treatment,NetAvg,Repeat,Nutrient,NetFU
D11,Sample X11,5702,49467,49058.7,4238,50951,49836,NA,0,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,43765,S_0_.,NA,46713
D12,Sample X12,6239.7,144561.3,142560.7,4806,146623,144959,NA,0,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,138321.6,S_0_.,NA,141817
B1,Sample X1,4007.3,49152.3,49776,3871,49135,47919,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45145,S_0_.,NA,45264
B2,Sample X2,4551,137385,137583,5508,137961,136810,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132834,S_0_.,NA,132453
B3,Sample X3,5053.7,36344.3,35421.3,4668,35097,34397,-0.002,3,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,31290.6,hpx2_00_1,LB,30429
B4,Sample X4,3356.7,38893.7,38281,3384,38433,38338,-0.012,3,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,35537,hpx5_00_1,LB,35049
B5,Sample X5,3701.3,35520,35204,3879,34519,34756,-0.005,3,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,31818.7,blank2_00_1,LB,30640
B6,Sample X6,5643.7,41663,40683.7,4975,41037,40373,-0.004,3,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,36019.3,blank5_00_1,LB,36062
B7,Sample X7,5989,37853.3,37583.3,5203,36799,37075,-0.005,3,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,31864.3,hpx2_00_2,LB,31596
B8,Sample X8,5638.7,40988.7,41163,5200,38114,38743,-0.005,3,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,35350,hpx5_00_2,LB,32914
B9,Sample X9,4887.3,33880.7,33492,5373,31678,32282,-0.002,3,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,28993.4,blank2_00_2,LB,26305
B10,Sample X10,4882.7,26560.3,25825.7,4227,26013,25777,-0.005,3,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,21677.6,blank5_00_2,LB,21786
B11,Sample X11,4785.7,51225,50695.7,6290,47234,48272,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46439.3,S_0_.,NA,40944
B12,Sample X12,6035,138967,136607.3,9307,137483,134325,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132932,S_0_.,NA,128176
C1,Sample X1,4007.3,49152.3,49776,4954,48757,51398,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45145,S_0_.,NA,43803
C2,Sample X2,4551,137385,137583,4611,136956,136280,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132834,S_0_.,NA,132345
C3,Sample X3,5053.7,36344.3,35421.3,5064,36109,36088,-0.002,3,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,31290.6,hpx2_00_1,LB,31045
C4,Sample X4,3356.7,38893.7,38281,3350,37741,37020,-0.012,3,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,35537,hpx5_00_1,LB,34391
C5,Sample X5,3701.3,35520,35204,3509,35706,35692,-0.005,3,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,31818.7,blank2_00_1,LB,32197
C6,Sample X6,5643.7,41663,40683.7,4817,41391,40291,-0.004,3,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,36019.3,blank5_00_1,LB,36574
C7,Sample X7,5989,37853.3,37583.3,5698,37020,37340,-0.005,3,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,31864.3,hpx2_00_2,LB,31322
C8,Sample X8,5638.7,40988.7,41163,5861,40969,40748,-0.005,3,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,35350,hpx5_00_2,LB,35108
C9,Sample X9,4887.3,33880.7,33492,4224,35094,34581,-0.002,3,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,28993.4,blank2_00_2,LB,30870
C10,Sample X10,4882.7,26560.3,25825.7,5714,27080,25467,-0.005,3,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,21677.6,blank5_00_2,LB,21366
C11,Sample X11,4785.7,51225,50695.7,4549,55790,53266,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46439.3,S_0_.,NA,51241
C12,Sample X12,6035,138967,136607.3,4259,137307,133498,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132932,S_0_.,NA,133048
D1,Sample X1,4007.3,49152.3,49776,3197,49565,50011,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45145,S_0_.,NA,46368
D2,Sample X2,4551,137385,137583,3534,137238,139659,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132834,S_0_.,NA,133704
D3,Sample X3,5053.7,36344.3,35421.3,5429,37827,35779,-0.002,3,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,31290.6,hpx2_00_1,LB,32398
D4,Sample X4,3356.7,38893.7,38281,3336,40507,39485,-0.012,3,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,35537,hpx5_00_1,LB,37171
D5,Sample X5,3701.3,35520,35204,3716,36335,35164,-0.005,3,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,31818.7,blank2_00_1,LB,32619
D6,Sample X6,5643.7,41663,40683.7,7139,42561,41387,-0.004,3,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,36019.3,blank5_00_1,LB,35422
D7,Sample X7,5989,37853.3,37583.3,7066,39741,38335,-0.005,3,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,31864.3,hpx2_00_2,LB,32675
D8,Sample X8,5638.7,40988.7,41163,5855,43883,43998,-0.005,3,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,35350,hpx5_00_2,LB,38028
D9,Sample X9,4887.3,33880.7,33492,5065,34870,33613,-0.002,3,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,28993.4,blank2_00_2,LB,29805
D10,Sample X10,4882.7,26560.3,25825.7,4707,26588,26233,-0.005,3,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,21677.6,blank5_00_2,LB,21881
D11,Sample X11,4785.7,51225,50695.7,3518,50651,50549,NA,3,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46439.3,S_0_.,NA,47133
D12,Sample X12,6035,138967,136607.3,4539,142111,141999,NA,3,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,132932,S_0_.,NA,137572
F1,Sample X1,6394.3,53239,52699.3,7707,51279,50321,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46844.7,S_0_.,NA,43572
F2,Sample X2,7389,150737.3,151121.7,9075,152294,154204,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,143348.3,S_0_.,NA,143219
F3,Sample X3,4564.3,39195.3,39318,4195,37372,37685,-0.004,6,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,34631,hpx2_00_1,LB,33177
F4,Sample X4,4820.7,47768.7,47084.7,4452,55232,54439,0.002,6,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,42948,hpx5_00_1,LB,50780
F5,Sample X5,2952.7,32478.7,33524.3,3463,38894,39275,0.002,6,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,29526,blank2_00_1,LB,35431
F6,Sample X6,4282.3,48359.3,47064,4489,53349,52428,0.001,6,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,44077,blank5_00_1,LB,48860
F7,Sample X7,2867.7,37984,37211.3,3576,44358,42104,5.50E-04,6,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,35116.3,hpx2_00_2,LB,40782
F8,Sample X8,3604,45913.3,45534.3,3756,51763,51200,6.50E-04,6,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,42309.3,hpx5_00_2,LB,48007
F9,Sample X9,4972,41599.7,41449.7,4457,48052,47190,0.002,6,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,36627.7,blank2_00_2,LB,43595
F10,Sample X10,6206.7,45673.7,45182,4467,45311,44236,9.50E-04,6,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,39467,blank5_00_2,LB,40844
F11,Sample X11,9103.7,54961.7,53728.7,10767,50506,50728,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45858,S_0_.,NA,39739
F12,Sample X12,9021,147128.3,145936,7268,142488,141415,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,138107.3,S_0_.,NA,135220
G1,Sample X1,6394.3,53239,52699.3,6804,55557,54018,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46844.7,S_0_.,NA,48753
G2,Sample X2,7389,150737.3,151121.7,7773,146031,147967,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,143348.3,S_0_.,NA,138258
G3,Sample X3,4564.3,39195.3,39318,4517,38353,39693,-0.004,6,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,34631,hpx2_00_1,LB,33836
G4,Sample X4,4820.7,47768.7,47084.7,4802,43509,41351,0.002,6,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,42948,hpx5_00_1,LB,38707
G5,Sample X5,2952.7,32478.7,33524.3,2878,28803,31087,0.002,6,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,29526,blank2_00_1,LB,25925
G6,Sample X6,4282.3,48359.3,47064,3719,46655,45179,0.001,6,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,44077,blank5_00_1,LB,42936
G7,Sample X7,2867.7,37984,37211.3,2657,36846,35764,5.50E-04,6,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,35116.3,hpx2_00_2,LB,34189
G8,Sample X8,3604,45913.3,45534.3,3685,42757,42030,6.50E-04,6,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,42309.3,hpx5_00_2,LB,39072
G9,Sample X9,4972,41599.7,41449.7,6284,40007,38940,0.002,6,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,36627.7,blank2_00_2,LB,33723
G10,Sample X10,6206.7,45673.7,45182,9757,45530,46559,9.50E-04,6,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,39467,blank5_00_2,LB,35773
G11,Sample X11,9103.7,54961.7,53728.7,9636,54525,55309,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45858,S_0_.,NA,44889
G12,Sample X12,9021,147128.3,145936,9396,151333,151068,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,138107.3,S_0_.,NA,141937
H1,Sample X1,6394.3,53239,52699.3,4672,52881,53759,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,46844.7,S_0_.,NA,48209
H2,Sample X2,7389,150737.3,151121.7,5319,153887,151194,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,143348.3,S_0_.,NA,148568
H3,Sample X3,4564.3,39195.3,39318,4981,41861,40576,-0.004,6,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,34631,hpx2_00_1,LB,36880
H4,Sample X4,4820.7,47768.7,47084.7,5208,44565,45464,0.002,6,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,42948,hpx5_00_1,LB,39357
H5,Sample X5,2952.7,32478.7,33524.3,2517,29739,30211,0.002,6,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,29526,blank2_00_1,LB,27222
H6,Sample X6,4282.3,48359.3,47064,4639,45074,43585,0.001,6,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,44077,blank5_00_1,LB,40435
H7,Sample X7,2867.7,37984,37211.3,2370,32748,33766,5.50E-04,6,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,35116.3,hpx2_00_2,LB,30378
H8,Sample X8,3604,45913.3,45534.3,3371,43220,43373,6.50E-04,6,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,42309.3,hpx5_00_2,LB,39849
H9,Sample X9,4972,41599.7,41449.7,4175,36740,38219,0.002,6,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,36627.7,blank2_00_2,LB,32565
H10,Sample X10,6206.7,45673.7,45182,4396,46180,44751,9.50E-04,6,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,39467,blank5_00_2,LB,41784
H11,Sample X11,9103.7,54961.7,53728.7,6908,59854,55149,NA,6,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,45858,S_0_.,NA,52946
H12,Sample X12,9021,147128.3,145936,10399,147564,145325,NA,6,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,138107.3,S_0_.,NA,137165
B1,Sample X1,7339,54600.7,55169.7,7713,54834,54213,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,47261.7,S_0_.,NA,47121
B2,Sample X2,7293,157960.3,155002.3,7887,158478,157105,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,150667.3,S_0_.,NA,150591
B3,Sample X3,3992,58973,57572.3,4124,59811,58525,0.001,12,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,54981,hpx2_00_1,LB,55687
B4,Sample X4,4221.7,41730.7,40362.7,4028,40524,40435,0.007,12,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,37509,hpx5_00_1,LB,36496
B5,Sample X5,4866.3,42551.3,42165.3,4877,42197,41955,-7.50E-04,12,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,37685,blank2_00_1,LB,37320
B6,Sample X6,4770.7,50020.7,48702.7,4592,48515,47646,-0.001,12,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,45250,blank5_00_1,LB,43923
B7,Sample X7,5766.7,42414.3,42083.7,5137,39909,40889,7.50E-04,12,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,36647.6,hpx2_00_2,LB,34772
B8,Sample X8,5647.7,41803.3,40966.3,4380,40589,41683,0.005,12,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,36155.6,hpx5_00_2,LB,36209
B9,Sample X9,4225,41881.7,41031.7,4412,39659,40364,-0.002,12,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,37656.7,blank2_00_2,LB,35247
B10,Sample X10,4551.3,44721.3,43619.7,4908,43627,43159,-0.003,12,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,40170,blank5_00_2,LB,38719
B11,Sample X11,6683.3,55595.3,56001.3,9199,53308,55862,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,48912,S_0_.,NA,44109
B12,Sample X12,6333.7,161036,159442.3,7137,156766,158085,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,154702.3,S_0_.,NA,149629
C1,Sample X1,7339,54600.7,55169.7,9034,53909,55722,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,47261.7,S_0_.,NA,44875
C2,Sample X2,7293,157960.3,155002.3,6984,152387,146022,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,150667.3,S_0_.,NA,145403
C3,Sample X3,3992,58973,57572.3,4164,57454,56341,0.001,12,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,54981,hpx2_00_1,LB,53290
C4,Sample X4,4221.7,41730.7,40362.7,3887,41020,38522,0.007,12,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,37509,hpx5_00_1,LB,37133
C5,Sample X5,4866.3,42551.3,42165.3,4194,42128,40879,-7.50E-04,12,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,37685,blank2_00_1,LB,37934
C6,Sample X6,4770.7,50020.7,48702.7,3897,48923,48359,-0.001,12,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,45250,blank5_00_1,LB,45026
C7,Sample X7,5766.7,42414.3,42083.7,4941,42231,41619,7.50E-04,12,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,36647.6,hpx2_00_2,LB,37290
C8,Sample X8,5647.7,41803.3,40966.3,8127,40864,40055,0.005,12,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,36155.6,hpx5_00_2,LB,32737
C9,Sample X9,4225,41881.7,41031.7,3780,41312,40597,-0.002,12,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,37656.7,blank2_00_2,LB,37532
C10,Sample X10,4551.3,44721.3,43619.7,4271,44333,44367,-0.003,12,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,40170,blank5_00_2,LB,40062
C11,Sample X11,6683.3,55595.3,56001.3,5710,56206,55468,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,48912,S_0_.,NA,50496
C12,Sample X12,6333.7,161036,159442.3,6465,164367,161821,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,154702.3,S_0_.,NA,157902
D1,Sample X1,7339,54600.7,55169.7,5270,55059,55574,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,47261.7,S_0_.,NA,49789
D2,Sample X2,7293,157960.3,155002.3,7008,163016,161880,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,150667.3,S_0_.,NA,156008
D3,Sample X3,3992,58973,57572.3,3688,59654,57851,0.001,12,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,54981,hpx2_00_1,LB,55966
D4,Sample X4,4221.7,41730.7,40362.7,4750,43648,42131,0.007,12,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,37509,hpx5_00_1,LB,38898
D5,Sample X5,4866.3,42551.3,42165.3,5528,43329,43662,-7.50E-04,12,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,37685,blank2_00_1,LB,37801
D6,Sample X6,4770.7,50020.7,48702.7,5823,52624,50103,-0.001,12,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,45250,blank5_00_1,LB,46801
D7,Sample X7,5766.7,42414.3,42083.7,7222,45103,43743,7.50E-04,12,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,36647.6,hpx2_00_2,LB,37881
D8,Sample X8,5647.7,41803.3,40966.3,4436,43957,41161,0.005,12,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,36155.6,hpx5_00_2,LB,39521
D9,Sample X9,4225,41881.7,41031.7,4483,44674,42134,-0.002,12,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,37656.7,blank2_00_2,LB,40191
D10,Sample X10,4551.3,44721.3,43619.7,4475,46204,43333,-0.003,12,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,40170,blank5_00_2,LB,41729
D11,Sample X11,6683.3,55595.3,56001.3,5141,57272,56674,NA,12,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,48912,S_0_.,NA,52131
D12,Sample X12,6333.7,161036,159442.3,5399,161975,158421,NA,12,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,154702.3,S_0_.,NA,156576
B1,Sample X1,4426,56795,55260.3,5108,56514,56693,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,52369,S_0_.,NA,51406
B2,Sample X2,4986,158597.3,158586.7,5447,157991,155655,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153611.3,S_0_.,NA,152544
B3,Sample X3,4570.7,28340.3,27404,4270,28417,28050,0.014,24,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,23769.6,hpx2_00_1,LB,24147
B4,Sample X4,4761,25258.7,24145,4346,25638,24670,0.075,24,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,20497.7,hpx5_00_1,LB,21292
B5,Sample X5,5604.7,46929.3,45587.3,5341,44450,43021,-3.00E-04,24,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,41324.6,blank2_00_1,LB,39109
B6,Sample X6,5511.3,57861.7,56062.3,4910,55359,54498,1.00E-04,24,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,52350.4,blank5_00_1,LB,50449
B7,Sample X7,6071.7,31723.3,30863.7,4797,30794,30272,0.017,24,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,25651.6,hpx2_00_2,LB,25997
B8,Sample X8,7268.7,25466.3,25393,5539,24141,24330,0.037,24,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,18197.6,hpx5_00_2,LB,18602
B9,Sample X9,5868,45866.3,44825.3,4849,44399,43576,-6.00E-04,24,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,39998.3,blank2_00_2,LB,39550
B10,Sample X10,7650.3,58025,55870.3,5622,55315,54038,-8.00E-04,24,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,50374.7,blank5_00_2,LB,49693
B11,Sample X11,5246.3,55949.3,55884.7,7553,53898,55308,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,50703,S_0_.,NA,46345
B12,Sample X12,7312,160387,152796,12723,156225,147263,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153075,S_0_.,NA,143502
C1,Sample X1,4426,56795,55260.3,4745,56595,52206,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,52369,S_0_.,NA,51850
C2,Sample X2,4986,158597.3,158586.7,5411,159556,157075,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153611.3,S_0_.,NA,154145
C3,Sample X3,4570.7,28340.3,27404,4172,27203,25778,0.014,24,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,23769.6,hpx2_00_1,LB,23031
C4,Sample X4,4761,25258.7,24145,4217,23485,23490,0.075,24,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,20497.7,hpx5_00_1,LB,19268
C5,Sample X5,5604.7,46929.3,45587.3,4630,45645,45916,-3.00E-04,24,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,41324.6,blank2_00_1,LB,41015
C6,Sample X6,5511.3,57861.7,56062.3,4945,55910,54869,1.00E-04,24,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,52350.4,blank5_00_1,LB,50965
C7,Sample X7,6071.7,31723.3,30863.7,5338,29272,29000,0.017,24,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,25651.6,hpx2_00_2,LB,23934
C8,Sample X8,7268.7,25466.3,25393,7730,26151,25475,0.037,24,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,18197.6,hpx5_00_2,LB,18421
C9,Sample X9,5868,45866.3,44825.3,5546,44814,45098,-6.00E-04,24,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,39998.3,blank2_00_2,LB,39268
C10,Sample X10,7650.3,58025,55870.3,8179,60906,57525,-8.00E-04,24,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,50374.7,blank5_00_2,LB,52727
C11,Sample X11,5246.3,55949.3,55884.7,3903,55717,55240,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,50703,S_0_.,NA,51814
C12,Sample X12,7312,160387,152796,4373,165469,157240,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153075,S_0_.,NA,161096
D1,Sample X1,4426,56795,55260.3,3425,57276,56882,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,52369,S_0_.,NA,53851
D2,Sample X2,4986,158597.3,158586.7,4100,158245,163030,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153611.3,S_0_.,NA,154145
D3,Sample X3,4570.7,28340.3,27404,5270,29401,28384,0.014,24,0,hpx,0,2,0,1,RG10,RG10,syringe,2398,hpx2_00,23769.6,hpx2_00_1,LB,24131
D4,Sample X4,4761,25258.7,24145,5720,26653,24275,0.075,24,0,hpx,0,5,0,1,RG10,RG10,syringe,2398,hpx5_00,20497.7,hpx5_00_1,LB,20933
D5,Sample X5,5604.7,46929.3,45587.3,6843,50693,47825,-3.00E-04,24,0,blank,0,2,0,1,RG10,RG10,syringe,2398,blank2_00,41324.6,blank2_00_1,LB,43850
D6,Sample X6,5511.3,57861.7,56062.3,6679,62316,58820,1.00E-04,24,0,blank,0,5,0,1,RG10,RG10,syringe,2398,blank5_00,52350.4,blank5_00_1,LB,55637
D7,Sample X7,6071.7,31723.3,30863.7,8080,35104,33319,0.017,24,0,hpx,0,2,0,2,RG10,RG10,syringe,2398,hpx2_00,25651.6,hpx2_00_2,LB,27024
D8,Sample X8,7268.7,25466.3,25393,8537,26107,26374,0.037,24,0,hpx,0,5,0,2,RG10,RG10,syringe,2398,hpx5_00,18197.6,hpx5_00_2,LB,17570
D9,Sample X9,5868,45866.3,44825.3,7209,48386,45802,-6.00E-04,24,0,blank,0,2,0,2,RG10,RG10,syringe,2398,blank2_00,39998.3,blank2_00_2,LB,41177
D10,Sample X10,7650.3,58025,55870.3,9150,57854,56048,-8.00E-04,24,0,blank,0,5,0,2,RG10,RG10,syringe,2398,blank5_00,50374.7,blank5_00_2,LB,48704
D11,Sample X11,5246.3,55949.3,55884.7,4283,58233,57106,NA,24,0.05,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,50703,S_0_.,NA,53950
D12,Sample X12,7312,160387,152796,4840,159467,153885,NA,24,0.2,S,NA,NA,0,NA,RG10,RG10,syringe,2398,S_0,153075,S_0_.,NA,154627
B1,Sample X1,5882,60081.3,57932.7,5438,55693,57043,NA,0,0.05,S,NA,NA,0,NA,RG11,RG11,syringe,2398,S_0,54199.3,S_0_.,NA,50255
B2,Sample X2,6645.3,138273,140190.3,7295,136917,139234,NA,0,0.2,S,NA,NA,0,NA,RG11,RG11,syringe,2398,S_0,131627.7,S_0_.,NA,129622
B3,Sample X3,4749.3,45287,45431,4072,45102,44012,0.009,0,0,BW,0,2,0,1,RG11,RG11,syringe,2398,BW2_00,40537.7,BW2_00_1,LB,41030
B4,Sample X4,4994,47893.3,46989,4591,46179,47225,0.01,0,0,BW,0,5,0,1,RG11,RG11,syringe,2398,BW5_00,42899.3,BW5_00_1,LB,41588
B5,Sample X5,4665.7,44990.7,44034.3,4604,43692,43409,0.01,0,0,hpx,0,2,0,1,RG11,RG11,syringe,2398,hpx2_00,40325,hpx2_00_1,LB,39088
B6,Sample X6,4232.3,49660.7,48878.7,4127,48924,47260,0.011,0,0,hpx,0,5,0,1,RG11,RG11,syringe,2398,hpx5_00,45428.4,hpx5_00_1,LB,44797
